molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value,pChEMBL_value
CHEMBL95567,NNc1nc2ccccc2nc1NN,intermediate,9700.0,5.01
CHEMBL21407,COC(=O)CCCc1nc(N)nc(N)c1-c1ccccc1,active,3.3,8.48
CHEMBL89959,CCC1N=C(N)N=C(N)N1c1ccc(C)cc1,active,5.9,8.23
CHEMBL94281,CC(C)C1N=C(N)N=C(N)N1c1ccc(Br)cc1,active,30.0,7.52
CHEMBL92182,Cc1ccc(N2C(N)=NC(N)=NC2C)cc1,active,23.0,7.64
CHEMBL544227,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1.Cl,active,1.5,8.82
CHEMBL95609,N/C(=N\O)c1cccc(CS(=O)(=O)c2ccc(Cl)cc2)c1,inactive,34500.0,4.46
CHEMBL243185,NC(=S)N/N=C/c1ccccc1,inactive,28900.0,4.54
CHEMBL747,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,3700.0,5.43
CHEMBL278813,COc1ccc(CCCc2nc(N)nc(N)c2-c2cccc(Cl)c2)cc1,active,410.0,6.39
CHEMBL21691,Nc1nc(N)c(-c2ccc(Cl)cc2)c(CCCc2ccccc2)n1,active,15.1,7.82
CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,84.0,7.08
CHEMBL5406769,CCc1nc(N)nc(N)c1Cc1ccc(-c2cccc(C(=O)OC)c2)cc1.Cl,active,0.29,9.54
CHEMBL443013,CCCC1N=C(N)N=C(N)N1c1ccc(C)cc1,active,188.0,6.73
CHEMBL93484,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,4.1,8.39
CHEMBL21357,Cc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,2.0,8.7
CHEMBL21357,Cc1nc(N)nc(N)c1-c1ccc(Cl)cc1,inactive,60100.0,4.22
CHEMBL279948,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,80.0,7.1
CHEMBL21414,Nc1ncc(-c2cccc(Cl)c2)c(N)n1,intermediate,8800.0,5.06
CHEMBL90018,NC1=NCN(c2ccc(Cl)cc2)C(N)=N1,active,646.0,6.19
CHEMBL21408,Cc1nc(N)nc(N)c1-c1ccccc1,active,10.9,7.96
CHEMBL22146,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,active,34.9,7.46
CHEMBL95725,COC(=O)c1sccc1-c1ccc(/C(C)=N/NC(N)=O)o1,intermediate,9700.0,5.01
CHEMBL95615,C=CCNC(=S)NNC(=O)c1cccn(Cc2cccc(Cl)c2)c1=O,inactive,15200.0,4.82
CHEMBL95615,C=CCNC(=S)NNC(=O)c1cccn(Cc2cccc(Cl)c2)c1=O,inactive,17000.0,4.77
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,130.0,6.89
CHEMBL22901,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,10.0,8.0
CHEMBL22901,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,intermediate,5010.0,5.3
CHEMBL120123,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,active,3.4,8.47
CHEMBL120123,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,active,93.4,7.03
CHEMBL120123,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,intermediate,1030.0,5.99
CHEMBL352195,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2ccc(Cl)cc2)C(N)=N1,intermediate,4000.0,5.4
CHEMBL416373,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,inactive,10160.0,4.99
CHEMBL7004,Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,intermediate,1584.0,5.8
CHEMBL3819601,Cc1nc(N)nc(N)c1OCCCOc1cc(Cl)c(Cl)cc1Cl,active,229.0,6.64
CHEMBL2387269,CCc1nc(N)nc(N)c1OCCCOc1ccccc1CCC(=O)O.Cl,active,4.6,8.34
CHEMBL279492,Nc1ncc(-c2ccc(Cl)cc2)c(N)n1,active,555.8,6.25
CHEMBL416373,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,1.7,8.77
CHEMBL21691,Nc1nc(N)c(-c2ccc(Cl)cc2)c(CCCc2ccccc2)n1,active,23.3,7.63
CHEMBL279986,CCc1nc(N)nc(N)c1-c1ccc(-c2ccccc2)cc1,active,730.1,6.14
CHEMBL279986,CCc1nc(N)nc(N)c1-c1ccc(-c2ccccc2)cc1,intermediate,4400.0,5.36
CHEMBL161034,NC1=NC(c2ccc(Oc3ccccc3)cc2)N(c2ccc(Cl)cc2)C(N)=N1,intermediate,3200.0,5.5
CHEMBL333779,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,active,374.1,6.43
CHEMBL22146,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,inactive,38020.0,4.42
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,47.6,7.32
CHEMBL22901,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,inactive,13150.0,4.88
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,0.6,9.22
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,310.0,6.51
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,inactive,26080.0,4.58
CHEMBL19023,COc1ccc(Cc2cnc(N)nc2N)cc1,active,23.5,7.63
CHEMBL21799,CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,active,12.6,7.9
CHEMBL22901,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,2.2,8.66
CHEMBL354011,NC1=NC(c2cccc(OCc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,8200.0,5.09
CHEMBL158639,CCCC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,4.6,8.34
CHEMBL161009,CCCCCCC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,60.0,7.22
CHEMBL161009,CCCCCCC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,490.0,6.31
CHEMBL95274,N/C(=N\O)c1ccc(CNC(=O)c2ccc(Cl)cc2)cc1,inactive,57000.0,4.24
CHEMBL416376,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,active,3.3,8.48
CHEMBL264392,CC(C)C1N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,1538.0,5.81
CHEMBL5404134,CCc1nc(N)nc(N)c1Cc1ccc(-c2ccc(C(=O)O)cc2)cc1.Cl,active,1.59,8.8
CHEMBL279509,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCc1ccccc1,active,61.9,7.21
CHEMBL21407,COC(=O)CCCc1nc(N)nc(N)c1-c1ccccc1,active,0.6,9.22
CHEMBL21407,COC(=O)CCCc1nc(N)nc(N)c1-c1ccccc1,active,5.5,8.26
CHEMBL22901,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,intermediate,5000.0,5.3
CHEMBL22129,CCc1nc(N)nc(N)c1-c1ccc(OCc2ccc(Cl)cc2Cl)c(OC)c1,active,42.3,7.37
CHEMBL22693,Nc1nc(N)c(-c2ccccc2)c(CCCc2ccccc2)n1,intermediate,2300.0,5.64
CHEMBL21799,CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,active,1.0,9.0
CHEMBL90703,CCCC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,4.6,8.34
CHEMBL282275,CCc1nc(N)nc(N)c1-c1ccc(Br)cc1,active,0.3,9.52
CHEMBL22139,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,20.0,7.7
CHEMBL22139,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,intermediate,7700.0,5.11
CHEMBL274031,Nc1ncc(Cc2cccc(OCc3ccccc3)c2)c(N)n1,active,113.5,6.95
CHEMBL22129,CCc1nc(N)nc(N)c1-c1ccc(OCc2ccc(Cl)cc2Cl)c(OC)c1,active,20.9,7.68
CHEMBL278813,COc1ccc(CCCc2nc(N)nc(N)c2-c2cccc(Cl)c2)cc1,active,4.0,8.4
CHEMBL278813,COc1ccc(CCCc2nc(N)nc(N)c2-c2cccc(Cl)c2)cc1,intermediate,2700.0,5.57
CHEMBL416376,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,inactive,19900.0,4.7
CHEMBL93484,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,1582.0,5.8
CHEMBL21494,COC(=O)CCCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,2.7,8.57
CHEMBL22693,Nc1nc(N)c(-c2ccccc2)c(CCCc2ccccc2)n1,active,2.4,8.62
CHEMBL278813,COc1ccc(CCCc2nc(N)nc(N)c2-c2cccc(Cl)c2)cc1,active,2.2,8.66
CHEMBL22039,Cc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,1.9,8.72
CHEMBL158570,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,8.0,8.1
CHEMBL158570,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,390.0,6.41
CHEMBL161673,CCCCCCC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,0.6,9.22
CHEMBL161673,CCCCCCC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,11.3,7.95
CHEMBL161673,CCCCCCC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,41.8,7.38
CHEMBL279948,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,51.0,7.29
CHEMBL21395,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,active,0.9,9.05
CHEMBL279948,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,20.0,7.7
CHEMBL120123,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,active,20.0,7.7
CHEMBL274031,Nc1ncc(Cc2cccc(OCc3ccccc3)c2)c(N)n1,active,515.4,6.29
CHEMBL324775,CCCCCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,active,3.1,8.51
CHEMBL19023,COc1ccc(Cc2cnc(N)nc2N)cc1,active,464.1,6.33
CHEMBL329687,NC1=NC(c2ccccc2)N(c2cccc(Cl)c2)C(N)=N1,active,217.0,6.66
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,8.7,8.06
CHEMBL278813,COc1ccc(CCCc2nc(N)nc(N)c2-c2cccc(Cl)c2)cc1,active,1.3,8.89
CHEMBL325533,COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1OC,active,38.2,7.42
CHEMBL325533,COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1OC,inactive,90810.0,4.04
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,58.0,7.24
CHEMBL443013,CCCC1N=C(N)N=C(N)N1c1ccc(C)cc1,active,13.7,7.86
CHEMBL94281,CC(C)C1N=C(N)N=C(N)N1c1ccc(Br)cc1,intermediate,1195.0,5.92
CHEMBL90358,Cc1ccc(N2C(N)=NC(N)=NC2C(C)C)cc1,intermediate,1460.0,5.84
CHEMBL4207059,Nc1nc(N)c2cc(NCc3ccc(CCNC(=O)c4cccc(F)c4)cc3)ccc2n1,active,50.6,7.3
CHEMBL4211317,Nc1nc(N)c2cc(NCc3ccc(CCNC(=O)CCc4ccccc4)cc3)ccc2n1,active,185.4,6.73
CHEMBL93484,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,127.0,6.9
CHEMBL329687,NC1=NC(c2ccccc2)N(c2cccc(Cl)c2)C(N)=N1,active,10.0,8.0
CHEMBL264392,CC(C)C1N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,60.5,7.22
CHEMBL93748,CC1N=C(N)N=C(N)N1c1ccc(Br)cc1,active,5.7,8.24
CHEMBL93748,CC1N=C(N)N=C(N)N1c1ccc(Br)cc1,active,202.0,6.7
CHEMBL7004,Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,active,1.8,8.74
CHEMBL30937,CCCCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,intermediate,1380.0,5.86
CHEMBL291931,COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,intermediate,2620.0,5.58
CHEMBL19633,COc1ccc(Cc2cnc(N)nc2N)cc1OC,active,234.8,6.63
CHEMBL22327,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,active,44.2,7.36
CHEMBL22327,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,intermediate,1122.8,5.95
CHEMBL119189,CCCCCOc1ccc(Cc2cnc(N)nc2N)cc1OCC,active,46.6,7.33
CHEMBL118668,Nc1ncc(Cc2ccc(OCCCc3ccccc3)cc2)c(N)n1,active,5.9,8.23
CHEMBL21414,Nc1ncc(-c2cccc(Cl)c2)c(N)n1,active,31.6,7.5
CHEMBL345146,CC(C)C1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,1367.0,5.86
CHEMBL161451,NC1=NC(c2ccc(Oc3ccccc3)cc2)N(c2cccc(Cl)c2)C(N)=N1,active,2.7,8.57
CHEMBL161451,NC1=NC(c2ccc(Oc3ccccc3)cc2)N(c2cccc(Cl)c2)C(N)=N1,active,650.0,6.19
CHEMBL329687,NC1=NC(c2ccccc2)N(c2cccc(Cl)c2)C(N)=N1,active,560.0,6.25
CHEMBL161757,NC1=NC(c2cccc(Oc3cc(Cl)cc(Cl)c3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,3900.0,5.41
CHEMBL278847,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,1.6,8.8
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,46.4,7.33
CHEMBL22039,Cc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,3.2,8.49
CHEMBL93889,NC1=NC(c2ccccc2)N(c2ccc(Cl)cc2)C(N)=N1,active,4.5,8.35
CHEMBL158691,CC(C)C1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,25.5,7.59
CHEMBL158691,CC(C)C1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,196.0,6.71
CHEMBL22138,Nc1ncc(Cc2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c(N)n1,active,470.0,6.33
CHEMBL56146,Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,inactive,15260.0,4.82
CHEMBL118668,Nc1ncc(Cc2ccc(OCCCc3ccccc3)cc2)c(N)n1,active,801.4,6.1
CHEMBL434771,CCc1nc(N)nc(N)c1-c1ccc2c(c1)OCO2,active,8.3,8.08
CHEMBL434771,CCc1nc(N)nc(N)c1-c1ccc2c(c1)OCO2,active,269.0,6.57
CHEMBL161451,NC1=NC(c2ccc(Oc3ccccc3)cc2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,3100.0,5.51
CHEMBL161451,NC1=NC(c2ccc(Oc3ccccc3)cc2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,3300.0,5.48
CHEMBL161757,NC1=NC(c2cccc(Oc3cc(Cl)cc(Cl)c3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,3900.0,5.41
CHEMBL346982,CCCOc1ccc(C2N=C(N)N=C(N)N2c2cccc(Cl)c2)cc1,active,9.3,8.03
CHEMBL21921,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCc2ccccc2)n1,active,670.0,6.17
CHEMBL22405,COC(=O)CCCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,0.3,9.52
CHEMBL161117,NC1=NC(c2cccc(Oc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,3600.0,5.44
CHEMBL186838,N/C(=N/O)c1ccc(Oc2cc(Cl)cc(Cl)c2)c([N+](=O)[O-])c1,inactive,22200.0,4.65
CHEMBL95615,C=CCNC(=S)NNC(=O)c1cccn(Cc2cccc(Cl)c2)c1=O,inactive,10000.0,5.0
CHEMBL22146,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,active,60.7,7.22
CHEMBL365894,N/C(=N/O)c1ccc(Oc2c(Cl)cncc2Cl)cc1,inactive,27800.0,4.56
CHEMBL91345,Cc1ccc(N2C(N)=NC(N)=NC2c2ccccc2)cc1,active,170.0,6.77
CHEMBL92047,CCC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,3.6,8.44
CHEMBL21395,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,active,120.0,6.92
CHEMBL332013,CCOc1ccc(Cc2cnc(N)nc2N)cc1OC,active,15.4,7.81
CHEMBL89959,CCC1N=C(N)N=C(N)N1c1ccc(C)cc1,active,128.0,6.89
CHEMBL21690,Nc1ncc(-c2ccccc2)c(N)n1,inactive,19400.0,4.71
CHEMBL21414,Nc1ncc(-c2cccc(Cl)c2)c(N)n1,active,6.3,8.2
CHEMBL21414,Nc1ncc(-c2cccc(Cl)c2)c(N)n1,active,26.3,7.58
CHEMBL21395,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,active,9.7,8.01
CHEMBL416552,CCCCCCc1nc(N)nc(N)c1-c1ccccc1,active,0.3,9.52
CHEMBL416552,CCCCCCc1nc(N)nc(N)c1-c1ccccc1,intermediate,2300.0,5.64
CHEMBL416552,CCCCCCc1nc(N)nc(N)c1-c1ccccc1,intermediate,6400.0,5.19
CHEMBL22901,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,0.3,9.52
CHEMBL279509,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCc1ccccc1,inactive,30100.0,4.52
CHEMBL22138,Nc1ncc(Cc2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c(N)n1,active,60.2,7.22
CHEMBL7130,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,340.0,6.47
CHEMBL416552,CCCCCCc1nc(N)nc(N)c1-c1ccccc1,active,1.2,8.92
CHEMBL22139,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,intermediate,4300.0,5.37
CHEMBL416373,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,0.4,9.4
CHEMBL21690,Nc1ncc(-c2ccccc2)c(N)n1,active,76.2,7.12
CHEMBL118581,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,active,771.8,6.11
CHEMBL21408,Cc1nc(N)nc(N)c1-c1ccccc1,active,36.7,7.43
CHEMBL416552,CCCCCCc1nc(N)nc(N)c1-c1ccccc1,active,0.7,9.15
CHEMBL325533,COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1OC,intermediate,1634.3,5.79
CHEMBL325533,COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1OC,active,760.0,6.12
CHEMBL22405,COC(=O)CCCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,0.3,9.52
CHEMBL279948,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,intermediate,4400.0,5.36
CHEMBL22271,CCOc1c(Br)cc(-c2c(N)nc(N)nc2CC)cc1Br,active,415.2,6.38
CHEMBL21885,CCc1nc(N)nc(N)c1-c1ccc(C(C)(C)C)cc1,intermediate,3900.0,5.41
CHEMBL22403,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCOCCCOc2ccccc2)n1,intermediate,3300.0,5.48
CHEMBL21799,CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,active,3.1,8.51
CHEMBL22148,CCc1nc(N)nc(N)c1-c1ccccc1,active,25.0,7.6
CHEMBL351099,NC1=NC(c2cccc(OCc3ccccc3)c2)N(c2ccc(Cl)cc2)C(N)=N1,active,771.0,6.11
CHEMBL434771,CCc1nc(N)nc(N)c1-c1ccc2c(c1)OCO2,active,1.1,8.96
CHEMBL118202,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCCCOCCCOc1ccccc1,active,2.3,8.64
CHEMBL416373,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,330.0,6.48
CHEMBL25112,Nc1ncc(Cc2ccc(OCCCOc3cc(Cl)c(Cl)cc3Cl)cc2)c(N)n1,active,23.5,7.63
CHEMBL444605,CC(=O)OCCCc1nc(N)nc(N)c1-c1cccc(Cl)c1,intermediate,2100.0,5.68
CHEMBL354011,NC1=NC(c2cccc(OCc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,3.2,8.49
CHEMBL280410,COc1cc(COc2cc(Cc3cnc(N)nc3N)ccc2OCc2ccccc2)cc(OC)c1OC,active,502.8,6.3
CHEMBL21357,Cc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,142.0,6.85
CHEMBL159052,NC1=NC(c2cccc(OCCCOc3cc(Cl)c(Cl)cc3Cl)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,8600.0,5.07
CHEMBL22139,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,1.6,8.8
CHEMBL352195,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2ccc(Cl)cc2)C(N)=N1,active,85.5,7.07
CHEMBL22271,CCOc1c(Br)cc(-c2c(N)nc(N)nc2CC)cc1Br,active,7.0,8.15
CHEMBL22138,Nc1ncc(Cc2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c(N)n1,active,60.0,7.22
CHEMBL291931,COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,intermediate,1129.6,5.95
CHEMBL119188,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCCCOc1ccccc1,active,0.6,9.22
CHEMBL22139,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,5.6,8.25
CHEMBL22146,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,intermediate,1375.7,5.86
CHEMBL22146,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,active,700.0,6.16
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,124.0,6.91
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,50.0,7.3
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,260.0,6.58
CHEMBL120123,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,intermediate,6840.0,5.17
CHEMBL22148,CCc1nc(N)nc(N)c1-c1ccccc1,active,4.5,8.35
CHEMBL416552,CCCCCCc1nc(N)nc(N)c1-c1ccccc1,active,0.7,9.15
CHEMBL93889,NC1=NC(c2ccccc2)N(c2ccc(Cl)cc2)C(N)=N1,active,196.0,6.71
CHEMBL345146,CC(C)C1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,4622.0,5.33
CHEMBL161451,NC1=NC(c2ccc(Oc3ccccc3)cc2)N(c2cccc(Cl)c2)C(N)=N1,active,0.9,9.05
CHEMBL161757,NC1=NC(c2cccc(Oc3cc(Cl)cc(Cl)c3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,50.0,7.3
CHEMBL186838,N/C(=N/O)c1ccc(Oc2cc(Cl)cc(Cl)c2)c([N+](=O)[O-])c1,inactive,36800.0,4.43
CHEMBL95783,N/N=C(\S)Nc1ccc(OCc2ccccc2)cc1,inactive,55600.0,4.25
CHEMBL95783,N/N=C(\S)Nc1ccc(OCc2ccccc2)cc1,inactive,13400.0,4.87
CHEMBL95783,N/N=C(\S)Nc1ccc(OCc2ccccc2)cc1,inactive,26500.0,4.58
CHEMBL95609,N/C(=N\O)c1cccc(CS(=O)(=O)c2ccc(Cl)cc2)c1,inactive,30000.0,4.52
CHEMBL95274,N/C(=N\O)c1ccc(CNC(=O)c2ccc(Cl)cc2)cc1,inactive,12300.0,4.91
CHEMBL6741,CC1(C)N=C(N)N=C(N)N1c1ccc(Br)cc1,active,1.1,8.96
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,3.6,8.44
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,380.0,6.42
CHEMBL93974,NC1=NC(c2ccccc2)N(c2ccc(Cl)c(Cl)c2)C(N)=N1,active,11.0,7.96
CHEMBL92182,Cc1ccc(N2C(N)=NC(N)=NC2C)cc1,active,185.0,6.73
