molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value,pChEMBL_value
CHEMBL346982,CCCOc1ccc(C2N=C(N)N=C(N)N2c2cccc(Cl)c2)cc1,intermediate,2900.0,5.54
CHEMBL118425,Nc1ncc(Cc2ccc(OCCCOCCCOc3ccccc3)cc2)c(N)n1,active,7.0,8.15
CHEMBL22901,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,1.8,8.74
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,204.7,6.69
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,intermediate,3020.0,5.52
CHEMBL22138,Nc1ncc(Cc2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c(N)n1,intermediate,2454.0,5.61
CHEMBL56146,Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,active,101.0,7.0
CHEMBL56146,Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,active,130.0,6.89
CHEMBL291931,COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,active,629.8,6.2
CHEMBL291931,COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,active,30.0,7.52
CHEMBL291931,COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,intermediate,5730.0,5.24
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,intermediate,6664.5,5.18
CHEMBL419055,CCc1nc(N)nc(N)c1Cc1cc(OC)c(OC)c(OC)c1,active,466.8,6.33
CHEMBL416373,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,258.6,6.59
CHEMBL416373,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,50.0,7.3
CHEMBL416373,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,inactive,15910.0,4.8
CHEMBL416376,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,active,5.2,8.28
CHEMBL21778,CCc1nc(N)nc(N)c1-c1ccc(C)cc1,active,0.4,9.4
CHEMBL22327,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,inactive,11700.0,4.93
CHEMBL22357,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1Cl,active,12.6,7.9
CHEMBL22357,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1Cl,intermediate,1141.3,5.94
CHEMBL4210735,Nc1nc(N)c2cc(NCc3ccc(CCNC(=O)c4ccc5c(c4)OCCO5)cc3)ccc2n1,active,80.9,7.09
CHEMBL186838,N/C(=N/O)c1ccc(Oc2cc(Cl)cc(Cl)c2)c([N+](=O)[O-])c1,intermediate,9800.0,5.01
CHEMBL7130,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,90.0,7.05
CHEMBL95609,N/C(=N\O)c1cccc(CS(=O)(=O)c2ccc(Cl)cc2)c1,active,800.0,6.1
CHEMBL346963,CCCCCCCC1N=C(N)N=C(N)N1c1cccc(Cl)c1,active,1.0,9.0
CHEMBL7130,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,50.0,7.3
CHEMBL278847,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,2.4,8.62
CHEMBL278847,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,2.7,8.57
CHEMBL325533,COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1OC,inactive,22730.0,4.64
CHEMBL324775,CCCCCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,active,103.5,6.99
CHEMBL158054,CCCC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,9229.0,5.04
CHEMBL2364573,NC(=O)c1ccc[n+]([C@H]2O[C@@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,active,14.5,7.84
CHEMBL186838,N/C(=N/O)c1ccc(Oc2cc(Cl)cc(Cl)c2)c([N+](=O)[O-])c1,inactive,32600.0,4.49
CHEMBL95783,N/N=C(\S)Nc1ccc(OCc2ccccc2)cc1,inactive,13700.0,4.86
CHEMBL95615,C=CCNC(=S)NNC(=O)c1cccn(Cc2cccc(Cl)c2)c1=O,intermediate,1700.0,5.77
CHEMBL416376,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,active,170.0,6.77
CHEMBL118652,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOCCCOc1ccccc1,active,424.8,6.37
CHEMBL118602,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OC)c1,active,50.0,7.3
CHEMBL444605,CC(=O)OCCCc1nc(N)nc(N)c1-c1cccc(Cl)c1,intermediate,1800.0,5.75
CHEMBL354011,NC1=NC(c2cccc(OCc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,3300.0,5.48
CHEMBL56146,Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,active,6.5,8.19
CHEMBL56146,Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,intermediate,4636.7,5.33
CHEMBL56146,Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,inactive,15150.0,4.82
CHEMBL119086,CCCOc1cc(Cc2c(N)nc(N)nc2CC)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,1.8,8.74
CHEMBL158054,CCCC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,4432.0,5.35
CHEMBL118425,Nc1ncc(Cc2ccc(OCCCOCCCOc3ccccc3)cc2)c(N)n1,active,263.6,6.58
CHEMBL118668,Nc1ncc(Cc2ccc(OCCCc3ccccc3)cc2)c(N)n1,intermediate,3044.8,5.52
CHEMBL419231,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,active,1.8,8.74
CHEMBL419231,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,active,919.6,6.04
CHEMBL278813,COc1ccc(CCCc2nc(N)nc(N)c2-c2cccc(Cl)c2)cc1,intermediate,4700.0,5.33
CHEMBL278847,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,0.8,9.1
CHEMBL279986,CCc1nc(N)nc(N)c1-c1ccc(-c2ccccc2)cc1,active,90.0,7.05
CHEMBL747,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,1.1,8.96
CHEMBL7004,Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,active,1.6,8.8
CHEMBL6742,CC1(C)N=C(N)N=C(N)N1c1ccccc1,active,140.0,6.85
CHEMBL95725,COC(=O)c1sccc1-c1ccc(/C(C)=N/NC(N)=O)o1,inactive,20000.0,4.7
CHEMBL281412,CCc1nc(N)nc(N)c1-c1ccc(OC)cc1,active,1.3,8.89
CHEMBL21414,Nc1ncc(-c2cccc(Cl)c2)c(N)n1,active,75.0,7.12
CHEMBL6741,CC1(C)N=C(N)N=C(N)N1c1ccc(Br)cc1,active,1.2,8.92
CHEMBL92583,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)c(Cl)c1,active,1.1,8.96
CHEMBL95615,C=CCNC(=S)NNC(=O)c1cccn(Cc2cccc(Cl)c2)c1=O,active,410.0,6.39
CHEMBL243185,NC(=S)N/N=C/c1ccccc1,inactive,31000.0,4.51
CHEMBL416376,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,active,1.3,8.89
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,25.5,7.59
CHEMBL4213904,Nc1nc(N)c2cc(NCc3ccc(CCNC(=O)c4ccc([N+](=O)[O-])cc4)cc3)ccc2n1,active,55.6,7.25
CHEMBL279948,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,8.6,8.07
CHEMBL279948,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,intermediate,4380.0,5.36
CHEMBL279948,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,30.0,7.52
CHEMBL326989,CCCOc1ccc(Cc2cnc(N)nc2N)cc1,intermediate,1518.0,5.82
CHEMBL22039,Cc1nc(N)nc(N)c1-c1cccc(Cl)c1,intermediate,4800.0,5.32
CHEMBL281412,CCc1nc(N)nc(N)c1-c1ccc(OC)cc1,active,86.0,7.07
CHEMBL21921,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCc2ccccc2)n1,active,1.2,8.92
CHEMBL22138,Nc1ncc(Cc2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c(N)n1,active,1.7,8.77
CHEMBL22138,Nc1ncc(Cc2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c(N)n1,active,110.0,6.96
CHEMBL56146,Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,active,994.0,6.0
CHEMBL416373,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,0.4,9.4
CHEMBL13636,CC1N=C(N)N=C(N)N1c1cccc(Cl)c1,active,38.7,7.41
CHEMBL19633,COc1ccc(Cc2cnc(N)nc2N)cc1OC,intermediate,2646.8,5.58
CHEMBL354011,NC1=NC(c2cccc(OCc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,7500.0,5.12
CHEMBL22405,COC(=O)CCCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,360.0,6.44
CHEMBL159052,NC1=NC(c2cccc(OCCCOc3cc(Cl)c(Cl)cc3Cl)c2)N(c2cccc(Cl)c2)C(N)=N1,active,2.0,8.7
CHEMBL346932,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCOC(=O)c2ccccc2)n1,intermediate,2000.0,5.7
CHEMBL346932,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCOC(=O)c2ccccc2)n1,intermediate,7500.0,5.12
CHEMBL158639,CCCC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,180.0,6.75
CHEMBL279509,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCc1ccccc1,active,71.9,7.14
CHEMBL434771,CCc1nc(N)nc(N)c1-c1ccc2c(c1)OCO2,active,34.6,7.46
CHEMBL346963,CCCCCCCC1N=C(N)N=C(N)N1c1cccc(Cl)c1,active,260.0,6.58
CHEMBL21407,COC(=O)CCCc1nc(N)nc(N)c1-c1ccccc1,active,24.0,7.62
CHEMBL22693,Nc1nc(N)c(-c2ccccc2)c(CCCc2ccccc2)n1,intermediate,2700.0,5.57
CHEMBL93484,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,134.0,6.87
CHEMBL161034,NC1=NC(c2ccc(Oc3ccccc3)cc2)N(c2ccc(Cl)cc2)C(N)=N1,intermediate,4800.0,5.32
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,inactive,73500.0,4.13
CHEMBL348151,NC1=NC(c2cccc(Oc3cccc(C(F)(F)F)c3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,2800.0,5.55
CHEMBL95567,NNc1nc2ccccc2nc1NN,intermediate,3600.0,5.44
CHEMBL22129,CCc1nc(N)nc(N)c1-c1ccc(OCc2ccc(Cl)cc2Cl)c(OC)c1,active,1.0,9.0
CHEMBL119568,Nc1ncc(Cc2ccc(OCCCOc3ccccc3)cc2)c(N)n1,active,6.5,8.19
CHEMBL119568,Nc1ncc(Cc2ccc(OCCCOc3ccccc3)cc2)c(N)n1,active,169.9,6.77
CHEMBL119568,Nc1ncc(Cc2ccc(OCCCOc3ccccc3)cc2)c(N)n1,intermediate,2261.0,5.65
CHEMBL119189,CCCCCOc1ccc(Cc2cnc(N)nc2N)cc1OCC,active,901.7,6.04
CHEMBL291931,COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,inactive,17480.0,4.76
CHEMBL291931,COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,active,50.0,7.3
CHEMBL119188,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCCCOc1ccccc1,active,166.4,6.78
CHEMBL119188,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCCCOc1ccccc1,active,770.1,6.11
CHEMBL21778,CCc1nc(N)nc(N)c1-c1ccc(C)cc1,active,1.1,8.96
CHEMBL21885,CCc1nc(N)nc(N)c1-c1ccc(C(C)(C)C)cc1,active,0.77,9.11
CHEMBL21885,CCc1nc(N)nc(N)c1-c1ccc(C(C)(C)C)cc1,active,66.2,7.18
CHEMBL7130,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,14.0,7.85
CHEMBL352441,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCOC(=O)OCc2ccccc2)n1,active,3.6,8.44
CHEMBL352441,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCOC(=O)OCc2ccccc2)n1,intermediate,1900.0,5.72
CHEMBL444605,CC(=O)OCCCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,31.4,7.5
CHEMBL444605,CC(=O)OCCCc1nc(N)nc(N)c1-c1cccc(Cl)c1,intermediate,5300.0,5.28
CHEMBL354011,NC1=NC(c2cccc(OCc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,4000.0,5.4
CHEMBL161117,NC1=NC(c2cccc(Oc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,3.0,8.52
CHEMBL161009,CCCCCCC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,2.4,8.62
CHEMBL159032,NC1=NC(c2cccc(Oc3ccccc3)c2)N(c2ccc(Cl)cc2)C(N)=N1,active,0.5,9.3
CHEMBL159032,NC1=NC(c2cccc(Oc3ccccc3)c2)N(c2ccc(Cl)cc2)C(N)=N1,active,23.6,7.63
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,0.6,9.22
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,6.2,8.21
CHEMBL22148,CCc1nc(N)nc(N)c1-c1ccccc1,active,100.0,7.0
CHEMBL161117,NC1=NC(c2cccc(Oc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,2700.0,5.57
CHEMBL278847,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,intermediate,2500.0,5.6
CHEMBL159052,NC1=NC(c2cccc(OCCCOc3cc(Cl)c(Cl)cc3Cl)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,3200.0,5.5
CHEMBL90292,CCCCC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,3.7,8.43
CHEMBL90292,CCCCC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,167.0,6.78
CHEMBL161117,NC1=NC(c2cccc(Oc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,3400.0,5.47
CHEMBL346932,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCOC(=O)c2ccccc2)n1,active,1.5,8.82
CHEMBL346932,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCOC(=O)c2ccccc2)n1,active,0.8,9.1
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,active,242.1,6.62
CHEMBL21407,COC(=O)CCCc1nc(N)nc(N)c1-c1ccccc1,active,1.8,8.74
CHEMBL21395,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,active,0.8,9.1
CHEMBL21395,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,active,120.0,6.92
CHEMBL118870,CCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,active,539.5,6.27
CHEMBL119224,Nc1ncc(Cc2cccc(Oc3ccccc3)c2)c(N)n1,intermediate,3517.0,5.45
CHEMBL354011,NC1=NC(c2cccc(OCc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,3.2,8.49
CHEMBL354011,NC1=NC(c2cccc(OCc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,4900.0,5.31
CHEMBL280410,COc1cc(COc2cc(Cc3cnc(N)nc3N)ccc2OCc2ccccc2)cc(OC)c1OC,active,12.1,7.92
CHEMBL22139,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,0.4,9.4
CHEMBL348151,NC1=NC(c2cccc(Oc3cccc(C(F)(F)F)c3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,180.0,6.75
CHEMBL119669,CCCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,active,134.5,6.87
CHEMBL22146,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,intermediate,4660.0,5.33
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,inactive,30580.0,4.51
CHEMBL118870,CCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,active,8.6,8.07
CHEMBL21921,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCc2ccccc2)n1,intermediate,3600.0,5.44
CHEMBL92583,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)c(Cl)c1,active,130.7,6.88
CHEMBL747,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,1314.0,5.88
CHEMBL90461,CCC1N=C(N)N=C(N)N1c1ccc(Br)cc1,active,202.0,6.7
CHEMBL7005,CC1(C)N=C(N)N=C(N)N1c1ccc(F)cc1,active,4.6,8.34
CHEMBL95609,N/C(=N\O)c1cccc(CS(=O)(=O)c2ccc(Cl)cc2)c1,inactive,38000.0,4.42
CHEMBL747,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,2130.0,5.67
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,1.5,8.82
CHEMBL6742,CC1(C)N=C(N)N=C(N)N1c1ccccc1,active,20.0,7.7
CHEMBL90358,Cc1ccc(N2C(N)=NC(N)=NC2C(C)C)cc1,active,167.0,6.78
CHEMBL22138,Nc1ncc(Cc2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c(N)n1,intermediate,3120.0,5.51
CHEMBL56146,Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,inactive,21490.0,4.67
CHEMBL119086,CCCOc1cc(Cc2c(N)nc(N)nc2CC)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,48.7,7.31
CHEMBL416373,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,105.6,6.98
CHEMBL97598,C/C(=N\N=C(/N)S)c1ccc(Oc2c(Cl)cncc2Cl)cc1,active,600.0,6.22
CHEMBL243185,NC(=S)N/N=C/c1ccccc1,inactive,29600.0,4.53
CHEMBL243185,NC(=S)N/N=C/c1ccccc1,inactive,50000.0,4.3
CHEMBL22138,Nc1ncc(Cc2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c(N)n1,active,1.7,8.77
CHEMBL22138,Nc1ncc(Cc2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c(N)n1,active,60.2,7.22
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,99.1,7.0
CHEMBL22039,Cc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,83.0,7.08
CHEMBL416552,CCCCCCc1nc(N)nc(N)c1-c1ccccc1,active,10.0,8.0
CHEMBL352195,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2ccc(Cl)cc2)C(N)=N1,active,121.0,6.92
CHEMBL161757,NC1=NC(c2cccc(Oc3cc(Cl)cc(Cl)c3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,2.7,8.57
CHEMBL158639,CCCC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,471.0,6.33
CHEMBL279492,Nc1ncc(-c2ccc(Cl)cc2)c(N)n1,active,368.7,6.43
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,28.6,7.54
CHEMBL416552,CCCCCCc1nc(N)nc(N)c1-c1ccccc1,active,1.4,8.85
CHEMBL346963,CCCCCCCC1N=C(N)N=C(N)N1c1cccc(Cl)c1,active,0.8,9.1
CHEMBL346963,CCCCCCCC1N=C(N)N=C(N)N1c1cccc(Cl)c1,active,40.0,7.4
CHEMBL282275,CCc1nc(N)nc(N)c1-c1ccc(Br)cc1,active,31.5,7.5
CHEMBL282275,CCc1nc(N)nc(N)c1-c1ccc(Br)cc1,inactive,25000.0,4.6
CHEMBL422005,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCO)n1,intermediate,4500.0,5.35
CHEMBL22693,Nc1nc(N)c(-c2ccccc2)c(CCCc2ccccc2)n1,active,0.9,9.05
CHEMBL7005,CC1(C)N=C(N)N=C(N)N1c1ccc(F)cc1,intermediate,1633.0,5.79
CHEMBL1939368,CCc1nnc(NC(=O)CCc2ccc(S(=O)(=O)Nc3ccc(F)cc3)cc2)s1,active,6.3,8.2
CHEMBL4207961,Nc1nc(N)c2cc(NCc3ccc(CCNC(=O)c4ccc5c(c4)OCO5)cc3)ccc2n1,active,26.2,7.58
CHEMBL4209486,Nc1nc(N)c2cc(NCc3ccc(CCNC(=O)c4cccs4)cc3)ccc2n1,active,84.1,7.08
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,53.9,7.27
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,inactive,30900.0,4.51
CHEMBL22693,Nc1nc(N)c(-c2ccccc2)c(CCCc2ccccc2)n1,active,0.5,9.3
CHEMBL21494,COC(=O)CCCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,2.8,8.55
CHEMBL22327,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,active,1.8,8.74
CHEMBL3040038,CCc1nc(N)nc(N)c1OCCCOc1ccccc1CCC(=O)O,active,0.43,9.37
CHEMBL346932,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCOC(=O)c2ccccc2)n1,intermediate,2100.0,5.68
CHEMBL161117,NC1=NC(c2cccc(Oc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,1.1,8.96
CHEMBL22148,CCc1nc(N)nc(N)c1-c1ccccc1,active,8.7,8.06
CHEMBL22039,Cc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,1.9,8.72
CHEMBL95783,N/N=C(\S)Nc1ccc(OCc2ccccc2)cc1,intermediate,5200.0,5.28
CHEMBL95274,N/C(=N\O)c1ccc(CNC(=O)c2ccc(Cl)cc2)cc1,inactive,77200.0,4.11
CHEMBL747,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,1.5,8.82
CHEMBL22148,CCc1nc(N)nc(N)c1-c1ccccc1,active,2.3,8.64
CHEMBL434771,CCc1nc(N)nc(N)c1-c1ccc2c(c1)OCO2,inactive,21500.0,4.67
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,67.1,7.17
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,385.0,6.42
CHEMBL13636,CC1N=C(N)N=C(N)N1c1cccc(Cl)c1,active,10.2,7.99
CHEMBL348151,NC1=NC(c2cccc(Oc3cccc(C(F)(F)F)c3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,2.0,8.7
CHEMBL159032,NC1=NC(c2cccc(Oc3ccccc3)c2)N(c2ccc(Cl)cc2)C(N)=N1,active,2.7,8.57
CHEMBL747,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,285.0,6.54
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,71.7,7.14
CHEMBL22405,COC(=O)CCCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,16.9,7.77
CHEMBL21799,CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,inactive,17400.0,4.76
CHEMBL416376,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,active,1.3,8.89
CHEMBL416376,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,inactive,19880.0,4.7
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,intermediate,5688.7,5.25
CHEMBL419055,CCc1nc(N)nc(N)c1Cc1cc(OC)c(OC)c(OC)c1,active,250.0,6.6
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,30.0,7.52
CHEMBL118668,Nc1ncc(Cc2ccc(OCCCc3ccccc3)cc2)c(N)n1,active,58.1,7.24
CHEMBL30937,CCCCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,intermediate,2208.4,5.66
CHEMBL115483,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOc1ccccc1,active,2.0,8.7
CHEMBL118581,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,active,194.1,6.71
CHEMBL323554,C/N=C(\S)NNC(=O)c1cccn(Cc2cccc(Cl)c2)c1=O,intermediate,1800.0,5.75
CHEMBL95783,N/N=C(\S)Nc1ccc(OCc2ccccc2)cc1,inactive,15400.0,4.81
